Estacion;NombreEstacion;longitud2;latitud2;altitud;anio;ene;feb;mar;abr;may;jun;jul;ago;sep;oct;nov;dic
M0001;INGUINCHO;-78,408;0,2575;3140;1964;;81,9;;;;;;;;;;
M0001;INGUINCHO;-78,408;0,2575;3140;1977;;;;;;61;1,9;44,1;120,9;179,8;96,2;165,9
M0001;INGUINCHO;-78,408;0,2575;3140;1978;98,1;161,5;107,7;196,6;115,6;12,4;37,1;17,6;131,6;62,6;107,5;133,4
M0001;INGUINCHO;-78,408;0,2575;3140;1979;71,2;83,2;307,1;139;252,8;40,5;5,9;104,8;182,1;89;57,1;27,1
M0001;INGUINCHO;-78,408;0,2575;3140;1980;181,9;319,6;101,1;227,6;27;39,3;2,9;36,8;28,3;137,5;120,6;183
M0001;INGUINCHO;-78,408;0,2575;3140;1981;102,8;96,8;193,2;310,8;132,8;23,7;19,7;43,8;13,8;125,2;178,9;128,2
M0001;INGUINCHO;-78,408;0,2575;3140;1982;138,8;154,9;158,4;168,8;196,3;38;38,2;4,8;73,5;210,1;215,4;274,2
M0001;INGUINCHO;-78,408;0,2575;3140;1983;73,2;92,8;351,1;250,8;141,6;19;1,2;30,2;13,5;203,1;134,7;187,1
M0001;INGUINCHO;-78,408;0,2575;3140;1984;119,3;198,3;164,8;247,2;129,3;103,9;29,8;20,8;184,2;158,9;124,5;74,2
M0001;INGUINCHO;-78,408;0,2575;3140;1985;185,9;62,6;84,6;146,7;187,9;28,6;15,1;41,2;92,4;85,4;91;207
M0001;INGUINCHO;-78,408;0,2575;3140;1986;91,4;169,7;247,7;183,3;137,4;6,8;2,8;6,9;62,1;213,6;112,4;126,5
M0001;INGUINCHO;-78,408;0,2575;3140;1987;93,5;39,6;151,4;141,3;171,8;11,3;33,3;20,8;65;102,3;22;26,8
M0001;INGUINCHO;-78,408;0,2575;3140;1988;135,8;171,4;20,7;334,1;228,8;177,7;82,8;37,1;82,3;155,1;360,2;98,9
M0001;INGUINCHO;-78,408;0,2575;3140;1989;163,8;113,9;229,4;111,6;121,8;95,8;29,1;16,3;110;199,2;53,9;73,1
M0001;INGUINCHO;-78,408;0,2575;3140;1990;96,8;151,8;106,6;152,7;64,5;19,8;34,5;2,9;171,7;176,2;43;55,9
M0001;INGUINCHO;-78,408;0,2575;3140;1991;73,9;85,3;248,5;46,6;181,7;28,5;34,6;42,2;161,1;60,3;146,1;146,3
M0001;INGUINCHO;-78,408;0,2575;3140;1992;30,3;102,8;50,9;156,8;94,2;38,8;6,2;16,1;91,8;69,5;86,8;64,8
M0001;INGUINCHO;-78,408;0,2575;3140;1993;158,2;180,6;215,5;304,4;212;3,8;23;5,1;109,3;81,1;130,9;288,4
M0001;INGUINCHO;-78,408;0,2575;3140;1994;347,9;;614,1;139;124,7;19,8;7,6;6,3;15;74,9;277,3;101,5
M0001;INGUINCHO;-78,408;0,2575;3140;1995;54,9;70,8;149;195,7;119,2;37;42,1;24,4;38,3;123,8;153,9;64,1
M0001;INGUINCHO;-78,408;0,2575;3140;1996;133,4;103;158,2;150,1;256,2;67,8;21,3;13,3;25,7;108,7;15,3;106
M0001;INGUINCHO;-78,408;0,2575;3140;1997;323,3;53;260,5;157,9;136,2;81,8;1,2;0;61,1;79;246,1;71,9
M0001;INGUINCHO;-78,408;0,2575;3140;1998;42,5;108,8;117,5;188,4;197,4;33,3;17,2;29,5;48,8;74,4;135,4;46,8
M0001;INGUINCHO;-78,408;0,2575;3140;1999;135,1;185,6;81,7;222,1;76,1;117,1;6,8;41;110,3;81,2;130,3;145,3
M0001;INGUINCHO;-78,408;0,2575;3140;2000;115,2;113,3;121,7;290,7;253,5;130,3;6,8;8,1;74,7;31;42;58,5
M0001;INGUINCHO;-78,408;0,2575;3140;2001;92,9;99,5;121,4;18,1;48,6;4,4;16,1;0,8;69,8;11,8;183;133,8
M0001;INGUINCHO;-78,408;0,2575;3140;2002;114,3;47,2;141,6;189,3;84,9;67,5;5,6;5,3;28,1;171,6;96,3;119,5
M0001;INGUINCHO;-78,408;0,2575;3140;2003;30,2;87,5;88,9;192,2;34,7;69,9;16,1;0;69;115,9;162,6;68,9
M0001;INGUINCHO;-78,408;0,2575;3140;2004;87,4;48,3;104,4;165,3;113,1;22,1;10,3;3,2;75,9;157,9;192,6;170,7
M0001;INGUINCHO;-78,408;0,2575;3140;2005;72,4;152,3;125,2;91;66,1;21,2;27,4;14,5;59,4;62,8;92,2;143,7
M0001;INGUINCHO;-78,408;0,2575;3140;2006;104,2;165,2;224,4;238,8;105,9;95,4;9,4;4,5;7,6;147,6;231,7;220,2
M0001;INGUINCHO;-78,408;0,2575;3140;2007;70,2;55,1;202,9;183,5;129,3;57,1;14,5;54,1;3,6;119;120,1;141,3
M0001;INGUINCHO;-78,408;0,2575;3140;2008;218,9;147,4;206,1;304;302,4;89,9;13,5;50;44,5;198,1;147,4;154,1
M0001;INGUINCHO;-78,408;0,2575;3140;2009;195,1;154,9;237,8;97,6;45,3;50,1;3,8;5;28,3;49,2;60,2;158,2
M0001;INGUINCHO;-78,408;0,2575;3140;2010;20,2;35,7;33;201,2;142,2;81,1;122,1;37,4;75,7;114;214,8;225,2
M0001;INGUINCHO;-78,408;0,2575;3140;2011;149,1;207,6;84,8;333,1;60,5;65;96,4;88,8;94,8;92;97,9;157,5
M0001;INGUINCHO;-78,408;0,2575;3140;2012;254,2;166,9;141,3;229;36,9;11,3;5,2;17,6;18,6;112,8;137;64
M0001;INGUINCHO;-78,408;0,2575;3140;2013;63,2;179,6;59,2;134,7;230,9;1,6;8,1;16,4;19,7;119,6;67,5;91,4
M0001;INGUINCHO;-78,408;0,2575;3140;2014;173,7;88,3;188,7;39;134,2;42,2;5,4;2,2;55,8;175,8;138,6;88,6
M0001;INGUINCHO;-78,408;0,2575;3140;2015;78,3;52,8;199,2;69,4;33,6;4;52,8;3,4;2,6;71;211,7;6,3
M0001;INGUINCHO;-78,408;0,2575;3140;2016;306,5;52,6;201,7;190,7;98,1;61,6;5,6;0,1;55,9;91,8;50,6;118,1
M0001;INGUINCHO;-78,408;0,2575;3140;2017;209,6;121,5;282,6;182,2;233,9;78,1;4,1;33,5;55,5;199,6;61,9;180
M0001;INGUINCHO;-78,408;0,2575;3140;2018;104;207,6;145,2;131,3;149,4;54,2;26,1;32,3;41,5;48,4;250,8;43,3
M0001;INGUINCHO;-78,408;0,2575;3140;2019;155;158,7;88,6;231,3;98,7;45,2;11,2;1,1;56,4;106,5;204,9;203,3
M0002;LA TOLA;-78,3704;-0,2318;2480;1980;;;28,9;156,4;2,8;12,2;2;12,4;68,3;150,7;170;105,7
M0002;LA TOLA;-78,3704;-0,2318;2480;1981;62,3;84,8;143,9;194,3;53,3;27,6;17,6;39;33,6;72,1;60,6;66,7
M0002;LA TOLA;-78,3704;-0,2318;2480;1982;91,6;36;109,6;130,2;124,6;8,4;16,4;1,2;103,1;166,5;;153,2
M0002;LA TOLA;-78,3704;-0,2318;2480;1983;62,4;85,8;196,6;148,6;100,1;13,3;3,5;5,3;15,6;154,7;91;138,2
M0002;LA TOLA;-78,3704;-0,2318;2480;1984;103,1;126,6;122,6;121,4;92,8;22,5;17,3;45,1;104,2;70;148,8;17
M0002;LA TOLA;-78,3704;-0,2318;2480;1985;38,3;26,6;38;121,4;101,1;8,8;2,3;11,3;149;78,8;46,3;73,3
M0002;LA TOLA;-78,3704;-0,2318;2480;1986;67,8;155,5;152,3;110,7;43,5;1,2;0,1;0,4;74,5;97,2;65,1;47,8
M0002;LA TOLA;-78,3704;-0,2318;2480;1987;63,7;38,5;51,2;122,7;92,3;43,2;10,2;8,4;77,2;121,1;8,2;39,6
M0002;LA TOLA;-78,3704;-0,2318;2480;1988;57,5;82,2;9,7;193,6;93,1;65;33,1;51,3;62,4;80,4;132;48,6
M0002;LA TOLA;-78,3704;-0,2318;2480;1989;75,5;58;163,8;73,3;72,9;42,7;22,3;19,6;55,5;165,9;45,5;9,7
M0002;LA TOLA;-78,3704;-0,2318;2480;1990;31,2;68,8;75,8;76,2;43;21,2;9;58,4;41,9;221,2;17,6;57,8
M0002;LA TOLA;-78,3704;-0,2318;2480;1991;83,6;19,3;114,3;26,7;112,5;41,4;32,3;3;66,8;73,3;156,7;83,9
M0002;LA TOLA;-78,3704;-0,2318;2480;1992;35,9;65,7;73,2;79,1;40,4;5,1;3,4;8,6;50,4;72,6;90,3;28,6
M0002;LA TOLA;-78,3704;-0,2318;2480;1993;84,4;155,3;131;134,2;70,6;5,9;5,2;3,3;71,8;78,8;138,7;112,6
M0002;LA TOLA;-78,3704;-0,2318;2480;1994;139,8;130,2;164;124,4;54,7;1;1;6,8;36,6;52,8;119,6;38,2
M0002;LA TOLA;-78,3704;-0,2318;2480;1995;4,9;31,8;161,3;162,8;100;27,6;21,7;29,1;7,8;151,8;200,7;106,2
M0002;LA TOLA;-78,3704;-0,2318;2480;1996;77,3;105,8;146,3;153,5;131,1;98,9;20,1;35;65,1;159,5;46,9;56,6
M0002;LA TOLA;-78,3704;-0,2318;2480;1997;135;10,9;174,1;49,4;80,8;39,4;5,5;0,6;96,5;127,2;140,4;101,6
M0002;LA TOLA;-78,3704;-0,2318;2480;1998;77,2;51,5;86,4;53,4;105,3;15,2;21,1;45,8;9,3;107,1;113,3;26,5
M0002;LA TOLA;-78,3704;-0,2318;2480;1999;57,1;90,1;132,3;131,3;33,7;17,7;0,6;17,4;94,5;105,9;63,4;127,3
M0002;LA TOLA;-78,3704;-0,2318;2480;2000;129,5;145,5;128,3;125,3;144,7;55,8;35,4;2,1;77,3;67,4;59,3;92,3
M0002;LA TOLA;-78,3704;-0,2318;2480;2001;55,5;60,6;100;16,1;35,1;13,5;25;0;95,7;34,6;109,9;45,4
M0002;LA TOLA;-78,3704;-0,2318;2480;2002;44,7;36,9;129,6;263,8;49,7;36,6;11,6;21,7;49,6;79,9;98;99,7
M0002;LA TOLA;-78,3704;-0,2318;2480;2003;40,1;68,9;58,3;149,8;15;32;10,3;20,8;84,3;85,3;146,3;47,1
M0002;LA TOLA;-78,3704;-0,2318;2480;2004;82,3;27,3;86,2;79,7;47,4;3,4;4,4;0,7;53,8;105,4;177,9;131
M0002;LA TOLA;-78,3704;-0,2318;2480;2005;52,8;97,7;75,9;58,7;44;29,1;9,1;18,8;20,2;87;84;79
M0002;LA TOLA;-78,3704;-0,2318;2480;2006;42,4;74,8;211,8;168;30,9;45,6;4,6;3;11;101,3;153;166,4
M0002;LA TOLA;-78,3704;-0,2318;2480;2007;69,2;42,5;155,6;141,3;50,7;19,7;3,6;13,1;22,3;143,4;185,1;28,6
M0002;LA TOLA;-78,3704;-0,2318;2480;2008;86,4;148,2;198,6;135,9;131,7;60,2;2,4;22,1;25,4;186,7;73,8;108,4
M0002;LA TOLA;-78,3704;-0,2318;2480;2009;101,4;48,5;152,9;70,3;46,2;29,7;14,9;0,1;9,9;121,5;55;96,6
M0002;LA TOLA;-78,3704;-0,2318;2480;2010;15,9;83;12,1;163,4;100,4;40,7;69,6;29,5;79,1;66,4;170,4;107,6
M0002;LA TOLA;-78,3704;-0,2318;2480;2011;34,8;158,9;116,7;233,2;61,4;19,5;46,6;43,3;35,5;77,8;53,1;60,8
M0002;LA TOLA;-78,3704;-0,2318;2480;2012;76,9;59,8;95,1;114,4;16,3;8,2;1,5;2;53,3;70,2;235,9;59,8
M0002;LA TOLA;-78,3704;-0,2318;2480;2013;17,8;159,8;73,1;103,1;95,2;0,3;4,5;36,3;24,4;77,9;51,6;49,8
M0002;LA TOLA;-78,3704;-0,2318;2480;2014;66,5;65,7;131,4;36,3;116;10,7;0,8;0,4;46,9;130,5;44,5;49,3
M0002;LA TOLA;-78,3704;-0,2318;2480;2015;54,2;78,5;123,1;57,3;33;2;16,8;2;16,8;123,7;45,2;2,5
M0002;LA TOLA;-78,3704;-0,2318;2480;2016;57,3;4,2;112,3;191,3;42,7;26,3;6,4;5,6;46,3;98;30;74,7
M0002;LA TOLA;-78,3704;-0,2318;2480;2017;203,8;74,3;230,7;107,7;133,6;63,9;0,8;29,5;25,5;124,1;20,3;153,6
M0002;LA TOLA;-78,3704;-0,2318;2480;2018;66,9;107,9;114,2;86;70,3;22,1;13,6;19;21,3;97,2;192,5;3,9
M0002;LA TOLA;-78,3704;-0,2318;2480;2019;55,8;120,3;196,1;109,5;27,9;14,3;5;0,1;56,1;82,3;121,8;103,3
M0003;IZOBAMBA;-78,555;-0,365833;3058;1962;;176,2;236,4;134;121,3;94,8;6,1;13,1;39,5;74,3;162,3;52,4
M0003;IZOBAMBA;-78,555;-0,365833;3058;1963;199,5;185,3;201,6;176,8;97,6;59,2;60;29,7;41,5;102,3;107,3;176,9
M0003;IZOBAMBA;-78,555;-0,365833;3058;1964;57,9;59,2;46,1;314,8;83;84,7;43,2;71,7;32;93,1;169,4;112,5
M0003;IZOBAMBA;-78,555;-0,365833;3058;1965;159,9;67,3;198,6;284;157,5;2,5;5,3;10;143,5;209,5;236,8;129,8
M0003;IZOBAMBA;-78,555;-0,365833;3058;1966;91,3;123,3;112,4;159,3;193;84,7;30,7;24,5;65,6;154,6;107,9;95,2
M0003;IZOBAMBA;-78,555;-0,365833;3058;1967;147,8;262,8;176;72,8;118,4;61,9;21,9;14,2;39;195,2;72,5;38,9
M0003;IZOBAMBA;-78,555;-0,365833;3058;1968;80,6;159;220,5;143,3;28,7;69,2;28,6;56,7;103,8;155,1;133,9;77,2
M0003;IZOBAMBA;-78,555;-0,365833;3058;1969;;269,8;222,5;275;158,6;106,6;0,7;16,5;153,4;174,2;146,2;217,6
M0003;IZOBAMBA;-78,555;-0,365833;3058;1970;164,5;284,5;120,6;159,7;211,4;52,2;8,3;27,3;77;104,9;236,9;159,1
M0003;IZOBAMBA;-78,555;-0,365833;3058;1971;222,6;302;286,9;111,7;107,7;153,9;4,2;56,9;107,9;208,1;130,4;106,9
M0003;IZOBAMBA;-78,555;-0,365833;3058;1972;218,4;155,1;236,2;177,6;134,4;98;7,1;41;28,4;77;224,3;119
M0003;IZOBAMBA;-78,555;-0,365833;3058;1973;91,1;79,1;186;234,4;188,7;91;60,9;45,4;113,7;132;75,5;114
M0003;IZOBAMBA;-78,555;-0,365833;3058;1974;81,9;214,9;196,7;173,2;126,5;97,3;25,8;39,7;108,5;272,1;195,6;175
M0003;IZOBAMBA;-78,555;-0,365833;3058;1975;105,3;263,9;191,7;166;156,1;81,7;133,2;55,1;76,8;174,1;190,5;133,1
M0003;IZOBAMBA;-78,555;-0,365833;3058;1976;129;155,8;248,7;234,2;134,1;47,6;7,5;20,2;40,1;83,8;128,3;112
M0003;IZOBAMBA;-78,555;-0,365833;3058;1977;135,2;101,6;133,8;130,4;57,7;110,2;28,5;64;123,1;97,9;49,4;134,4
M0003;IZOBAMBA;-78,555;-0,365833;3058;1978;77,7;77,5;172,5;188,3;169;9;68,3;65,8;97,2;37,4;66,5;129
M0003;IZOBAMBA;-78,555;-0,365833;3058;1979;71,2;49,8;193,4;164,1;166,9;47,2;28,3;72,6;175;62,6;50,9;32,8
M0003;IZOBAMBA;-78,555;-0,365833;3058;1980;76,2;152;119,6;153,4;64,4;31,1;14,3;36,7;63,4;216,4;172,1;77,6
M0003;IZOBAMBA;-78,555;-0,365833;3058;1981;95,6;168,2;223,8;240,9;93,8;76,8;48,6;81,2;40,9;191,4;161,7;142,3
M0003;IZOBAMBA;-78,555;-0,365833;3058;1982;211,5;125,8;157;176,3;228,6;31,9;34,4;1,2;99,2;161,4;184,8;367,9
M0003;IZOBAMBA;-78,555;-0,365833;3058;1983;133,2;87,1;205,4;230,6;215,6;60,9;19,2;40,7;58,5;121,2;137,2;247,1
M0003;IZOBAMBA;-78,555;-0,365833;3058;1984;69,7;311,8;213,3;261,4;174,5;68,9;28,2;54,8;143,2;163,5;200,3;116,5
M0003;IZOBAMBA;-78,555;-0,365833;3058;1985;126,3;32,1;69,4;104,7;197,7;54,3;23,3;48,5;90,7;68,1;62,3;106,2
M0003;IZOBAMBA;-78,555;-0,365833;3058;1986;186,4;124,8;143,5;251,6;203,6;25,7;2;21,3;75,1;163,1;152,8;66,8
M0003;IZOBAMBA;-78,555;-0,365833;3058;1987;114;82,2;126,5;159,5;118,9;15,9;37,3;50,5;108,6;116;40,8;24,3
M0003;IZOBAMBA;-78,555;-0,365833;3058;1988;156,6;219,5;32,9;351,5;187,2;101,8;42,1;68,6;134,6;164,2;215,7;96,9
M0003;IZOBAMBA;-78,555;-0,365833;3058;1989;230;188,7;200;156,5;100,1;112,2;40,6;24,5;118,6;186,4;39,2;20,4
M0003;IZOBAMBA;-78,555;-0,365833;3058;1990;76,7;157,4;62,4;292,5;85,7;15,2;65,4;25,1;43,5;190,6;48,6;74,1
M0003;IZOBAMBA;-78,555;-0,365833;3058;1991;125,4;104,7;180,8;95,4;147,7;91,2;43,9;14,4;116,7;133,5;138,8;142,3
M0003;IZOBAMBA;-78,555;-0,365833;3058;1992;53,9;80;98,6;178,1;121,8;37,4;24,7;17,4;114,9;118,8;88,5;92,7
M0003;IZOBAMBA;-78,555;-0,365833;3058;1993;141,9;227,3;237,4;234,3;130,5;9,7;21,7;17,1;91,4;88;102,3;244,9
M0003;IZOBAMBA;-78,555;-0,365833;3058;1994;180,6;211,7;244;220,6;224,7;11,5;24,5;7,6;86,8;75,2;197,1;159,5
M0003;IZOBAMBA;-78,555;-0,365833;3058;1995;53,9;61,4;208,4;168,8;107,9;84,8;53,2;100,5;50,7;137,1;209,9;124,9
M0003;IZOBAMBA;-78,555;-0,365833;3058;1996;160,9;220,7;223,7;237,4;212,5;75,2;30;39,8;45,6;163,6;74,2;83,6
M0003;IZOBAMBA;-78,555;-0,365833;3058;1997;233,4;102;194,9;168,1;104,1;112,8;4,6;17;71,1;150,5;250,3;195,3
M0003;IZOBAMBA;-78,555;-0,365833;3058;1998;83,1;143,2;205,9;264,7;224,9;49,6;37,6;72;57,4;192,5;181,4;44,7
M0003;IZOBAMBA;-78,555;-0,365833;3058;1999;93,4;251,3;269,5;152,3;201;134,5;7,9;43,6;157,2;104,2;160,3;192,5
M0003;IZOBAMBA;-78,555;-0,365833;3058;2000;161,2;184,6;268,8;231,4;250,5;137,7;42,6;28,8;167,7;49,9;57,9;73,7
M0003;IZOBAMBA;-78,555;-0,365833;3058;2001;144,8;168,2;226,3;133,6;102;38,2;36,1;12,4;91,4;7,9;119;192,6
M0003;IZOBAMBA;-78,555;-0,365833;3058;2002;94;93,4;201,4;248;132,7;69,7;26,5;11,8;22,9;129,6;185;243,6
M0003;IZOBAMBA;-78,555;-0,365833;3058;2003;144,7;104,4;111,5;183,7;118;117,8;7,9;32,2;101,3;153,2;200,1;110,5
M0003;IZOBAMBA;-78,555;-0,365833;3058;2004;58,9;66,1;74,8;150,4;147,4;24,3;28,6;3,1;98,7;136,3;152,7;187,7
M0003;IZOBAMBA;-78,555;-0,365833;3058;2005;33,3;201,4;210,2;115,7;100,1;66,8;50,6;53,9;84,1;83,7;105,8;159,4
M0003;IZOBAMBA;-78,555;-0,365833;3058;2006;93,3;188,8;167,5;262;76,3;92,2;13,1;23,6;51,6;76,5;245,9;174,6
M0003;IZOBAMBA;-78,555;-0,365833;3058;2007;171,3;55,1;229,9;264,3;243,6;59,7;62,6;34,8;16,4;201,9;326,2;117,8
M0003;IZOBAMBA;-78,555;-0,365833;3058;2008;246,6;275,5;263,5;257;216,4;111,5;28,5;96,7;103,1;199,5;108;126
M0003;IZOBAMBA;-78,555;-0,365833;3058;2009;295,4;186,6;262,4;189,9;102,8;48,2;7,1;29;9,7;86,4;88,8;209,9
M0003;IZOBAMBA;-78,555;-0,365833;3058;2010;45,6;103,7;114,2;289,2;149,2;100,4;196,2;52,5;79,5;89,7;249,4;304,8
M0003;IZOBAMBA;-78,555;-0,365833;3058;2011;138,3;193,3;143,7;262,4;92,8;61,4;69,4;76,7;56,9;197,6;30,4;164,9
M0003;IZOBAMBA;-78,555;-0,365833;3058;2012;254,3;227,3;197,4;219,3;64,9;10,6;19,8;20;20,5;167;169;30,5
M0003;IZOBAMBA;-78,555;-0,365833;3058;2013;43,7;230,5;128,1;101,9;239;9,8;8,3;43,5;38,9;191,5;45,9;79,6
M0003;IZOBAMBA;-78,555;-0,365833;3058;2014;177,9;135,4;242,3;141,6;186,9;43,3;12,5;49,9;78,5;132,1;112,8;79,8
M0003;IZOBAMBA;-78,555;-0,365833;3058;2015;94,9;78,9;233,3;152,2;102,4;10,6;30;6,6;21,4;118,2;193,4;49,7
M0003;IZOBAMBA;-78,555;-0,365833;3058;2016;166,6;103,7;185,2;318,7;131,4;44,3;18,4;10,6;82;110,9;28,9;193,3
M0003;IZOBAMBA;-78,555;-0,365833;3058;2017;171,3;170,6;331,1;163,5;227,7;149,7;5,1;42,1;53,8;113;124,4;170,4
M0003;IZOBAMBA;-78,555;-0,365833;3058;2018;84,9;181,3;217,4;176,1;191,5;30,2;12;23,9;45,4;89,1;253,1;44,7
M0003;IZOBAMBA;-78,555;-0,365833;3058;2019;105,5;212;235,1;155,4;103,6;62,5;24,9;0;84;168;194,8;132,3
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1976;;;;;46,4;38,6;25,3;15,8;14,3;27,9;;71,8
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1977;70,1;53,1;40,4;67,8;13,5;37,6;9,1;33,8;75,8;37;27,7;76,9
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1978;5,7;35,9;74,1;69;36,7;18,6;34,7;9,3;28,6;11,4;28,2;51,6
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1979;51,5;19,8;72,9;93,8;52,9;12,7;16,2;41,6;50;12,2;34,5;6,2
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1980;18,2;96,6;50,8;72,2;15,9;19;4,5;13,8;46,9;87,4;105,8;41,6
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1981;8;34,9;66;39,9;60,3;5;19;30,3;9,7;38,2;12,3;40,3
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1982;44,9;76,7;30,9;108,8;118,7;2,8;19,8;26,3;6,4;63,6;80,6;112,5
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1983;45,2;27,1;81,8;67,7;77,2;8,4;6,2;9,5;26,6;44,4;17,3;99,3
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1984;59;117,3;65,6;99,7;42,9;21,9;12,2;9,5;135,4;44,4;56,7;22,1
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1985;76,5;8,6;13,6;67;70,2;20,8;12,5;21,6;40,7;20,9;69,2;77,2
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1986;44,1;41,6;70,8;43,5;54,9;23,8;6,5;17,2;34,1;83,3;;31,9
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1987;54,3;33,4;58,8;98,9;68,3;5,2;23,5;6,8;40,2;57,6;20;8,5
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1988;28,2;85,2;16,3;75,4;45,8;42,8;31,9;34,1;34,6;61,8;103,9;86,6
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1989;81,7;64,4;121,4;26,1;67,2;88,8;15,9;3,4;36,6;56,8;9,1;12,3
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1990;28,3;62,5;17,7;41;54,2;26;11,4;4,5;18,2;139,9;39,3;56,3
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1991;27,5;23,5;88,3;38,1;32,1;23,2;19,7;10,6;33,6;30,8;91,3;66,3
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1992;51,3;49,5;34,6;71,2;29,7;16,4;13,7;4,1;42,9;47,3;41;65,5
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1993;105,5;52,9;104,5;61,7;75,2;12;13,3;11,5;23,4;58,4;70,7;54,7
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1994;44,5;71,8;59,4;65,3;23,2;13,8;13,1;27,5;21,6;40,7;89,8;36,6
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1995;1,8;33,3;46,2;68,7;35,5;11,7;26,1;19,4;4;44,6;90,6;63,3
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1996;48,2;66,8;61,1;59,7;98,4;39,1;14,6;13,1;33,6;71,5;40,6;45,1
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1997;76,7;20,3;42,8;23,3;27,2;28,7;17;6,8;23,8;44,5;151,4;36,9
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1998;7,6;63,9;68,8;64,2;101;29,1;20,7;11,2;8,1;89,1;37;60,1
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;1999;50,7;88,6;93,9;54,6;62,6;64,1;9,8;42,7;102;29,9;9,3;112,7
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2000;116,1;127,8;70,5;75,8;136,1;59,4;8,4;16,3;59,2;7;18,6;43,8
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2001;51,9;40,5;39,9;34,8;10,9;18,1;25;9,2;17,7;8,6;51,3;75,3
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2002;36,1;16,8;57;125,6;46,7;37,9;8,6;7,9;7;62,1;76;48
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2003;37,7;65,3;56,2;41;7,5;23,5;10;1,1;14,2;58;85,4;42,1
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2004;10,9;45,4;30,9;59,9;65,6;5,8;22,9;15,9;21,6;17,8;82;56,9
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2005;10,1;34,2;95,3;82,2;33,9;27,8;14,9;11,7;14,5;25,5;42,8;122,9
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2006;33,9;45,1;120;89,4;22,5;80,3;2,4;15,1;17,7;13,5;150,3;69,2
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2007;43,9;11,3;78;72,6;63,6;35,1;17,5;30,5;8,5;33,4;72,8;39,1
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2008;79,7;88,9;85,6;132,1;76,7;36,7;20,6;36,5;28,4;155,5;85;38,6
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2009;74,9;41,4;88,6;75,7;21,6;43,3;11,5;1,6;10,7;27,8;17,1;68,3
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2010;2,8;27,3;35,7;101,8;42,6;40;70,7;12,8;41,2;40,8;99,9;78,3
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2011;40,4;130;38,3;149,2;28,3;20;41,4;16,8;43,6;21,6;99,9;89,7
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2012;102,1;65,9;29,1;69,7;15,1;9,6;6,5;13;20,5;70,5;70,5;24,6
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2013;9,6;98,8;36,3;44;69,1;4,8;14;14,9;6,6;34,4;33;27,1
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2014;86,7;15,1;78,5;61,8;116,8;25,8;8,2;16,9;58;46,8;50,2;41,1
M0004;RUMIPAMBA-SALCEDO;-78,5946;-1,02;2685;2015;69,4;23,2;62,9;14,8;33,6;28,7;34,1;8;6;40,3;70,8;7,9
