Estacion;NombreEstacion;longitud2;latitud2;altitud;anio;ene;feb;mar;abr;may;jun;jul;ago;sep;oct;nov;dic
M0106;LITA;-78,44972222;0,868055556;720;1971;579,3;523,5;448,9;365,7;526,6;520,1;104,8;163,5;541,5;452,4;197,1;343,1
M0106;LITA;-78,44972222;0,868055556;720;1972;618,7;241,2;605,4;619,2;336;200,6;119,3;244,6;258,8;471,7;399,1;530,3
M0106;LITA;-78,44972222;0,868055556;720;1973;356,6;377,8;229,8;421,1;541,8;576;184;340,1;352,8;312,3;175;335,6
M0106;LITA;-78,44972222;0,868055556;720;1974;354,6;430,3;572,6;466,2;423,7;310,9;239,5;276,4;323,6;614;570,6;402,7
M0106;LITA;-78,44972222;0,868055556;720;1975;226,6;676,6;386;564;681,3;216,9;517,2;237;327,2;411,9;142,6;210,2
M0106;LITA;-78,44972222;0,868055556;720;1976;473;246,4;319,2;435,6;227,8;159,6;9,3;91,2;109,9;175,6;455,3;365,4
M0106;LITA;-78,44972222;0,868055556;720;1977;288;71,9;315;270,6;320,4;135,1;103,9;174,5;193,6;225,3;140,8;307
M0106;LITA;-78,44972222;0,868055556;720;1978;119,4;206,3;280;436,1;246,2;203;116;;146,8;251,5;402,4;280,2
M0106;LITA;-78,44972222;0,868055556;720;1979;113,9;345,6;;;;;;;;;;
M0106;LITA;-78,44972222;0,868055556;720;1980;;426,7;226;544,2;183,4;117;40,6;81;133;322;353;278,5
M0106;LITA;-78,44972222;0,868055556;720;1981;363;351;389,9;419,8;492;128,5;206;192;96;303,5;248,2;234,5
M0106;LITA;-78,44972222;0,868055556;720;1982;424,5;;376,9;393,6;534;159,9;86;32;280;488;358;247,5
M0106;LITA;-78,44972222;0,868055556;720;1983;148,7;131;239,5;165;112,5;21;10;;147,4;420,7;450,7;505,7
M0106;LITA;-78,44972222;0,868055556;720;1984;328,5;420,1;315,7;350,1;329,6;224,1;142,2;101,3;339,6;330;159,4;199,2
M0106;LITA;-78,44972222;0,868055556;720;1985;234,8;109,4;239,9;144,8;266,8;36,4;;;;;;388,3
M0106;LITA;-78,44972222;0,868055556;720;1986;171,1;;;;;;;;;;130;165,3
M0106;LITA;-78,44972222;0,868055556;720;1989;;;;;;;;;;;;
M0106;LITA;-78,44972222;0,868055556;720;1990;116,3;100,3;60,2;;;;;0,5;;13,8;;79,2
M0106;LITA;-78,44972222;0,868055556;720;1992;;8,3;37,6;15,2;45,1;;;;;;;
M0106;LITA;-78,44972222;0,868055556;720;1993;;;;;;;;0;0;133,2;98,4;38,5
M0106;LITA;-78,44972222;0,868055556;720;1994;453,3;;453,1;509,6;0;0;;48,4;61,6;405,5;325,2;274,2
M0106;LITA;-78,44972222;0,868055556;720;1995;184,6;51,8;282,5;;;;;;;;;
M0106;LITA;-78,44972222;0,868055556;720;2000;;;;;;;;50;59,2;45,3;25,6;27,4
M0106;LITA;-78,44972222;0,868055556;720;2001;0;279,9;;;;;10;10,6;;;;
M0106;LITA;-78,44972222;0,868055556;720;2007;;;220;;;166,2;82,2;247,9;48,5;334,1;170,2;
M0106;LITA;-78,44972222;0,868055556;720;2008;370,6;358,6;452,8;708,6;410,1;302,6;;191,9;163,7;341,9;164,2;211
M0106;LITA;-78,44972222;0,868055556;720;2009;488,3;404,5;478,2;194,3;231,4;132,1;64,4;91,1;52,7;118,5;221,7;429,5
M0106;LITA;-78,44972222;0,868055556;720;2010;127,3;324,2;251;409;284,2;22,1;295,1;67;141,3;137,7;337,4;701,9
M0106;LITA;-78,44972222;0,868055556;720;2011;621,9;239,6;;560,4;227,2;110,5;140,9;163,7;148,4;482;154,7;270,5
M0106;LITA;-78,44972222;0,868055556;720;2012;;461,6;231,6;499,2;119,8;80,2;40,8;28,6;;;;
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1979;;;;;;;;;;;28,9;45,7
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1980;97,3;116,9;33,2;100,2;20,4;11,3;0;18,8;50,3;109,4;50,4;62,9
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1981;45,6;46,5;88,3;92,3;21,6;16,5;10,9;13,4;11,2;25,1;;
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1982;;;;;;0;10;8;12,6;85,9;82,3;182,4
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1983;16;49;163,5;83,1;58,1;7,5;0,2;1,5;12,3;121,1;110,8;116,2
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1984;127,8;89,1;80,7;187;92,8;7,6;23,1;17,9;80;78,8;76,7;26
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1985;73,3;35,4;71,6;74,3;33,7;2,3;0,1;11,4;53,4;44,4;34,9;68,2
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1986;42,2;57;196,5;54,7;114,2;0;0;0,2;8,2;84,8;55,9;38,6
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1987;55,7;19,2;55,7;99,4;83,6;1,4;7,9;7,2;79,6;113,7;0;0
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1988;;58,8;31;127,9;27,9;39,2;25,9;25,2;53,5;117,4;141,3;73,1
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1989;119,3;90,5;128;35;33,2;45;24,2;4,6;41,6;123;24,6;59,6
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1990;38,4;150,9;35,5;76,5;37,2;14,2;41,4;0;2,7;151,1;7,9;27,6
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1991;68,9;34;125,9;24;109,9;14,9;11,7;3,5;23,8;37,5;;107,1
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1992;20,6;;36,6;14,7;34,1;9,9;6,1;6;;45;67,3;59,4
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1993;91,4;132,6;87,6;89,7;49,9;1,6;3,1;9,6;46,8;79,1;172,9;86,8
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1994;135,9;78,3;110,7;116,1;42;0,5;13,6;2,8;35;77,6;83,1;66,4
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1995;7,5;100;80,6;55,9;26,6;30,8;14,1;5,2;6,5;80,7;;18,4
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1996;103,5;69,7;152,9;100,6;123,9;27,5;2,7;16,4;24,6;54,4;42,1;70,1
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1997;201,4;24,4;115,9;63;23;86,5;0;1,8;62,5;76,9;160,1;46
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1998;59,6;27,3;38,2;40,5;115,1;11;16,8;13,1;0,8;53,8;134,8;36,6
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;1999;180,9;163,9;85,4;90,5;43,6;29,4;8,4;3;94,1;51,5;109,8;200,6
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2000;123,8;89,7;141,3;100,9;103,8;41;15,5;4,6;46,3;20,5;1,7;24,9
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2001;;;;;;;0,8;0;23;1;;
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2002;46,5;20,1;;98,7;9,7;27,6;5;2,8;31,7;123,8;45,7;82,8
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2003;0,4;66,2;95,4;;8,1;5,3;24,6;0;9,1;96,5;121,7;93,8
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2004;42,5;12,1;22,3;75,9;27;0;1,6;0;14,9;26,9;77,3;35,3
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2005;58,6;129,1;66,7;60,5;16,9;5,4;;1,4;;;;161,9
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2006;97,3;69,3;193,5;206,2;35,2;16,6;7,8;7,7;9,5;45,5;149;106,5
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2007;40,8;38,8;141,6;106,6;34,2;12,7;9,2;31,2;0;98,3;87,8;108,1
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2008;116,1;108,3;159,4;65,4;119,2;26;0,3;6,1;27,3;130,4;101;90,7
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2009;113,9;137,5;123;41,9;24,5;47,9;0;0;0,6;40,2;35,3;124,2
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2010;4;26,7;16,2;87,9;83,8;19,4;44,8;18,3;39,9;37,4;174,4;140,4
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2011;98,1;135,4;81,3;125,5;37,1;34,8;15,2;21,9;19;69,2;52,2;165
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2012;137,1;89,4;37,6;101,8;2,9;0,2;1,6;0;0;60,8;47,9;65,2
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2013;64,6;77,7;40;60,8;148,1;1,2;8,9;4,8;0,3;49,7;108,8;61
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2014;86,5;25;113,6;16,5;140,8;24,7;4,2;2,8;40,1;106,4;124,8;105
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2015;50,4;82,7;74,4;32,9;17,5;7,1;7,7;0;4,7;34,7;53;3,4
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2016;71,8;1,5;20,5;100,1;26,1;15,7;5,6;0,2;45,8;;;
M0107;CAHUASQUI-FAO;-78,21111111;0,518055556;2335;2017;;;;45,5;;;;;;;;
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1962;;;;;100,9;110,5;0;23,6;53;126,8;153,3;62,2
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1963;80,5;201,2;239,5;298,3;55,2;216,9;20,6;1,3;5,1;58,7;130,4;109,9
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1964;15,1;84,9;22,6;188,9;58,7;120,3;23,2;54;39,7;83;172,1;135,1
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1965;42,7;32,9;14,7;207,3;109,2;9,1;2,8;4,5;81,6;111,1;233,5;108,7
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1966;46,3;73,4;138,3;75,8;92,6;101;11,5;45,9;58,1;102,7;127,2;177,7
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1967;46,6;120,6;91,5;72,6;98;56,4;28,5;5,4;40,6;118,6;52,8;57,8
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1968;96,4;113,6;143,8;135,9;18,7;70,3;20,9;34,3;132;139,6;164,4;60,3
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1969;78;136,2;134,6;201,7;61,3;72,7;3,8;15,5;127,3;196,4;203,6;115,9
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1970;120,1;177,7;55,5;96,3;181,9;52,5;18,2;14,7;53,4;78,3;185,4;75
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1971;154;184,4;148,1;115,1;130,4;55,6;13,7;7,6;49,2;154;137,5;125,5
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1972;152;109,9;107,7;125,9;98,2;59,8;51,9;32,2;14,9;45,7;143,8;51,5
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1973;21,4;55,4;49,3;123,5;84,7;32,7;54,9;26,5;88,8;88;23,8;106,3
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1974;141,7;177,2;174,8;123,5;87;32,5;13,6;7,3;64,1;178,5;190,3;80,8
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1975;62,7;131,5;109,8;76,4;138,6;54,1;135,2;21;42;115;163,9;159,8
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1976;37,9;86,3;132,5;139,5;109,5;32,3;4;2,1;36,7;107,9;93,7;83,5
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1977;104,4;35,3;94,3;62,4;54,6;66,2;10,7;59,1;77,7;96,4;58,2;133,7
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1978;49,6;59,6;60,7;205;56;23,3;16,3;6,9;67;26,8;25,9;114,3
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1979;22,8;30,7;196;181,2;124,6;58;22,9;77,7;66,3;56,5;38,8;26,5
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1980;124,1;171;66,2;109,8;37,3;38,4;0,6;21,7;44,6;141,5;94,3;64
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1981;52,3;93,3;158,5;121,7;114;12,2;18,6;19,3;27,3;107,9;90,2;78,4
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1982;70,4;55,8;128;97,1;135;17,3;25;14,4;21,5;143,6;163;191,6
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1983;91,7;65,8;174,2;165;89,7;17;2;16,8;11,6;103,2;98,6;149,7
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1984;84,6;150;90,8;202,2;116,1;81,7;11,3;30,7;163,2;237,9;146,3;32,3
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1985;105;19,7;61,3;130,4;96;32,9;16,2;33,7;78,5;78,2;120,4;80,4
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1986;44,7;127,8;138,5;112,1;89,9;10;11,7;4,7;23,6;128,5;101,9;58,9
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1987;83;68,3;83,6;111,8;81,8;12,9;17,1;9,8;69,3;114,5;;
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1989;;;154,1;118,4;84,1;64,4;16,1;8,7;98,9;165,4;38,2;44,3
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1990;101,5;105,9;66,8;104,9;56,2;17,2;25,9;0,8;16,1;134,4;33,3;67,7
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1991;78,1;36,6;128,7;;;;;;;;;
M0110;SAN PABLO DEL LAGO;-78,19444444;0,214444444;2700;1992;;;;;;35,3;11;;;;;
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1963;;;;63,5;21;46,4;9,3;5,4;17,7;33,8;106;124,5
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1964;1,2;78,5;21,6;;43,2;117;13,8;20,3;20,3;81,6;93,1;100,8
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1965;71;21,4;60,6;171;58;11,6;1;2,1;47,8;104,7;195,9;58,5
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1966;44,5;46,8;81;80,8;55,3;52,3;10,1;34,6;69,7;79,9;117,5;69
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1967;42,9;126,9;57,4;26,8;56,9;30,2;15,4;5,7;35,2;111;25;54,1
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1968;89,1;81,7;93,7;80,6;15;55,3;10;43;77,2;109;43,8;26
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1969;52,4;70,5;85,5;173,2;51;51,6;0,2;7,1;72,9;81;183,8;115,8
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1970;84,9;190,6;53,8;65,5;139,4;29;17,8;12,9;;71,8;167,8;46,5
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1971;162,6;150,2;202,8;80,2;92,3;79,9;6,9;16,9;42;173;102,8;71,5
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1972;105,9;84,1;108,2;86,6;90;45,1;34,5;13,9;76;3,5;4;29,7
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1973;30;35;43,8;70,8;45,5;35,8;22,1;11,7;62,3;61;28,6;60,4
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1974;60,1;18,2;16,9;16,9;10,2;7,9;3,1;2,2;12;40,5;13,3;11,2
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1975;5,6;12,6;13,5;9,6;13,2;7,2;12,9;24,8;42,5;137,2;100,5;58,1
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1976;82,7;36,9;91,9;77,6;78,7;27,1;2,4;0,6;13,7;37;88,2;57,8
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1977;49;43,1;93,1;52;33,2;37,7;4;;0;5;0;0
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1978;;8,4;;;43;1,1;10,9;0;17,3;4,9;24,2;93,3
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1979;27;18,8;138,1;72,7;109,4;19,2;12,2;62,2;67,5;32,2;78,7;21,3
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1980;83,5;89;41,6;102,3;11,9;25,2;2,7;9,6;12;100,5;60,3;67,2
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1981;24,8;64;125,2;87,1;49,9;19,7;10,2;33;11,5;41,9;25,1;67,9
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1982;66,9;45,8;51,7;56,1;92;10,1;11,2;3,6;29,8;87,1;78,8;86,5
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1983;50,8;27,3;63,1;59,1;46;7,8;5;20,5;8,2;74,4;115,6;183,7
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1984;29,1;114,3;81,2;112,3;48,7;16,8;14,4;10,1;102,5;91,3;69,2;26,2
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1985;60,4;9,8;2,6;;89,4;;22,2;80,3;62,6;;;
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1987;27,4;1,6;30,1;85;30,7;0,6;14,1;;83,9;30,8;5,8;7,7
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1988;32,9;38,1;10,9;129,9;87,4;65,4;42;;;;;
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1990;0;0;0,8;0;;;;;;;;
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1993;;;;;;;0;0;40;28,5;43,4;2,6
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1994;;;;;;;;;;;;
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1995;16,2;31,1;;;20,6;9,8;28,7;22,1;6,1;47,1;70,7;27,7
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1996;76,3;40,8;56,1;43;61,6;47,8;10,8;20,6;25,5;33,3;21,8;23,7
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1997;49,1;23,5;64,5;14;18,5;37,1;0;0;64;44,5;72,8;10,8
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1998;17,8;47,8;58,9;56,8;102,5;16,5;29,9;10;21,6;65,3;48,8;20,2
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;1999;71,3;87;69,5;75,7;32,9;20,6;0,3;6,1;74,1;57,9;25,9;111,5
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;2000;67,8;65,8;67;74,5;109,4;52,7;12,6;5,8;77,5;14,9;13,6;48,1
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;2001;52,4;24;83,9;29,8;29,8;4,2;17,4;0;49,4;2;40,2;33
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;2002;29;29,5;42;92,5;28,8;29;0;0;9,7;121,4;68,5;49
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;2003;14,3;68,9;27;93,9;15,7;21,9;13,7;0,8;24,7;49;59,7;
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;2004;;;;;;;1,1;0,5;46,1;35,5;;
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;2005;28,2;76,3;65,4;56,2;21,9;16,2;7,4;8,8;24;37,1;23,3;101,7
M0111;MALCHINGUI INAMHI;-78,33222222;0,055555556;2840;2006;29,7;47;107,9;141,5;23,3;46,5;3;8,7;7,8;;;
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1963;154,4;123,6;160,3;221,6;150,8;39,6;76,1;9,1;67,7;95,3;96,9;125,7
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1964;54,4;64,7;50,7;213,5;210,3;110;61,1;58,4;83,3;168;152,4;168,2
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1965;104,6;59,9;156,1;233,8;150,5;8,2;2;17,2;104,2;191;306,9;104,6
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1966;90;67,4;215,4;141,1;265,8;47,8;7,7;7,5;65,3;135,7;43,7;28,8
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1967;38,7;228,1;163,2;59,1;195,9;14,8;0,2;;;;;
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1968;297,1;;;;94,6;55,7;5,4;125,7;197;280,9;115,9;73,8
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1969;79,8;114;141;240;110,6;108,8;0;8,1;170,9;153,3;295,1;200
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1970;89,5;181,7;64,2;121,9;240,8;113;17;10;98,4;203;190,8;87,7
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1971;122,5;246,8;242,7;98,4;175,8;73,7;10,4;25;100,2;198,5;112,9;78,6
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1972;132,8;75;152,8;139,3;177,1;129;16,6;67;29;77;;
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1973;25,8;88;109;;90;44,8;13;50,1;156;107;39;113,7
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1974;110,1;372,8;202,6;160,4;179,2;77,8;48;46;221,3;477,5;223,2;354
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1975;45,2;384,4;574,6;405,3;183,5;84,2;205,5;75,9;208,3;297,5;366,5;289
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1976;114,4;184,9;319,8;462,4;88,9;58,8;0;0;98,9;190,3;221,7;116,6
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1977;73,2;52,5;203,8;145,7;41,2;60,5;19,8;18;359,5;112,8;111;304,8
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1978;18,6;294,4;237,4;253,8;76,2;0;83,2;84,2;400,7;441,2;201;105,4
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1979;18;375,2;249,6;513,7;5;13;12;229,6;92,5;59,6;136,3;
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1980;;137,7;28,7;118,5;27,6;13,9;1;35,9;53,2;119,5;120,4;37,5
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1981;0;51,5;149,8;113,3;203,7;23,2;6;39,8;42,3;49;56,2;13,9
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1982;51,8;21;10,5;62,7;114,4;5,5;8;0;60,2;237,3;146,2;158,7
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1983;88,2;76,2;252,3;311,9;150,4;32,5;25,2;27,6;22,4;125,9;172,8;129,9
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1984;86,5;;;;;;30,6;73;282,3;185,1;202,8;38
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1985;89,7;39;96;173,5;70,6;97,4;11,6;30,2;54,4;101,6;46,4;360,8
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1986;230,8;197,4;;;;0;0;6,7;195,6;326,4;20,4;118
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1989;;;;;;;;7,7;183,1;268,4;44,5;16,5
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1990;92,8;113,8;98,7;218,2;105,8;14;36;75,7;35,8;296,8;38,1;75,9
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1991;90,7;52,9;228,9;111,7;153,3;40,9;54;3;147,2;95;187,3;112,6
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1992;56,5;120,8;141,5;129,7;73,6;10,4;24,2;24,3;119,2;108,4;110,9;89,1
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1993;112,2;176,3;318,2;328,5;133,6;4;17,4;12,6;119,9;108,6;148,3;268,1
M0112;CONOCOTO;-78,46888889;-0,267222222;2552;1994;138,2;169,4;289,8;0;0;0;0;0;0;0;0;0
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1962;;;;157,2;118,2;93,6;3,8;20,3;64,1;109,8;193,3;98,1
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1963;171,8;215;149,6;192,1;80,1;64,1;60;24,8;20,7;175,2;221,8;207,7
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1964;90;134,1;91,2;269,1;143,6;133,1;60,4;59,7;38,7;95,5;202;138,9
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1965;128,3;110;256,5;243,1;188,4;23,8;4,7;6;109,9;262,5;296,6;195,1
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1966;100,8;151,6;134,6;142,3;257,1;69,7;37,8;70,3;60,1;175,5;202,9;237,4
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1967;285,2;525,4;;256,6;195,2;64,7;22,5;15,1;81,9;266,5;170,4;203,8
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1968;179,5;212,9;241,7;219,9;50,8;71,9;41,8;60,2;130,6;147,3;103,4;60,5
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1969;139,5;188,9;191;316,2;217,9;128,1;0;7,3;96,3;164,6;144,2;229,5
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1970;181,5;318,5;150,8;206,9;183,7;33,2;18,1;34,5;112,6;99,9;297,1;195,5
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1971;362,8;363,6;303,6;139,8;172,8;172,5;5,6;56,6;152,8;272;164,8;109
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1972;287,6;156,4;207;159,2;147;92;6,6;27,8;29,8;83,6;197,6;83,8
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1973;72,6;66,6;172,2;253,4;130,4;79,4;45,2;50,6;112,6;120,2;48;112
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1974;101,2;301,2;269,2;141;135,6;93,2;34,4;25,6;;208;270,6;141,4
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1975;78;176;254,8;157,2;142,6;103;109,2;51,8;60;144,6;166,2;98,2
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1976;153,6;109,8;266,6;221,4;63,2;37,2;1,4;5,6;35,2;43,8;55,9;64
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1977;107,2;57,6;119,6;152,4;66;77,2;0;52,6;71,8;103,6;53,9;210,8
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1978;112;20;86,4;194,2;114,6;13,4;90,6;30,8;102,6;24,2;67,2;63,8
M0113;UYUMBICHO;-78,53083333;-0,397222222;2740;1979;62,8;48,4;161,4;121,4;135,6;46;45,1;87,4;120,6;61,8;35,5;31,2
